commit_sha,repository,author,commit_date,message,lines_added,lines_deleted,files_changed,is_merge_commit,sprint_number
abc000248,phoenix-billing-service,mark.smith,2024-01-23 18:59:00,chore: update dependencies,70,21,2,False,2
abc000249,phoenix-web-frontend,ana.lopez,2024-01-23 18:45:00,feat: add customer dashboard feature,56,5,3,False,2
abc000250,phoenix-auth-service,mark.smith,2024-01-23 13:26:00,fix: resolve billing calculation issue,71,20,1,False,2
abc000251,phoenix-web-frontend,david.kumar,2024-01-23 19:00:00,fix: urgent production hotfix,203,6,4,False,2
abc000252,phoenix-mobile-api,tom.garcia,2024-01-23 13:44:00,chore: update dependencies,155,24,2,False,2
abc000253,phoenix-auth-service,mark.smith,2024-01-23 13:45:00,fix: resolve billing calculation issue,196,22,3,True,2
abc000254,phoenix-mobile-api,james.taylor,2024-01-23 10:58:00,feat: implement authentication flow,128,20,5,False,2
abc000255,phoenix-mobile-api,james.taylor,2024-01-23 17:59:00,fix: urgent production hotfix,94,10,6,False,2
abc000256,phoenix-billing-service,tom.garcia,2024-01-23 12:28:00,feat: implement authentication flow,46,7,6,False,2
abc000257,phoenix-shared-components,ana.lopez,2024-01-23 17:34:00,fix: resolve billing calculation issue,78,6,6,False,2
abc000258,phoenix-customer-platform,ana.lopez,2024-01-24 08:13:00,fix: resolve billing calculation issue,164,50,4,False,2
abc000259,phoenix-mobile-api,david.kumar,2024-01-24 19:30:00,feat: add customer dashboard feature,174,42,3,False,2
abc000260,phoenix-billing-service,ana.lopez,2024-01-24 10:33:00,fix: resolve billing calculation issue,58,0,5,False,2
abc000261,phoenix-shared-components,tom.garcia,2024-01-24 15:28:00,feat: implement authentication flow,121,26,2,False,2
abc000262,phoenix-shared-components,mark.smith,2024-01-24 11:52:00,feat: add customer dashboard feature,145,23,4,False,2
abc000263,phoenix-web-frontend,mark.smith,2024-01-24 14:11:00,chore: update dependencies,92,20,6,False,2
abc000264,phoenix-customer-platform,mark.smith,2024-01-24 08:16:00,feat: add customer dashboard feature,123,37,4,False,2
abc000265,phoenix-customer-platform,david.kumar,2024-01-24 10:49:00,chore: update dependencies,82,0,3,False,2
abc000266,phoenix-customer-platform,mark.smith,2024-01-24 20:16:00,refactor: improve data validation,64,9,4,False,2
abc000267,phoenix-web-frontend,david.kumar,2024-01-24 19:50:00,feat: add customer dashboard feature,176,2,3,True,2
abc000268,phoenix-mobile-api,james.taylor,2024-01-24 14:30:00,chore: update dependencies,44,10,3,False,2
abc000269,phoenix-customer-platform,mark.smith,2024-01-25 18:29:00,chore: update dependencies,157,38,1,False,2
abc000270,phoenix-shared-components,tom.garcia,2024-01-25 12:32:00,fix: resolve billing calculation issue,145,13,2,False,2
abc000271,phoenix-mobile-api,mark.smith,2024-01-25 17:54:00,fix: urgent production hotfix,64,10,3,False,2
abc000272,phoenix-billing-service,mark.smith,2024-01-25 19:28:00,fix: resolve billing calculation issue,169,43,5,False,2
abc000273,phoenix-customer-platform,tom.garcia,2024-01-25 13:37:00,feat: implement authentication flow,71,15,4,True,2
abc000274,phoenix-billing-service,mark.smith,2024-01-25 16:38:00,feat: add customer dashboard feature,24,0,2,False,2
abc000275,phoenix-mobile-api,mark.smith,2024-01-25 11:36:00,chore: update dependencies,112,5,4,True,2
abc000276,phoenix-auth-service,mark.smith,2024-01-25 11:15:00,refactor: improve data validation,183,57,5,False,2
abc000277,phoenix-billing-service,mark.smith,2024-01-25 09:02:00,fix: resolve billing calculation issue,56,14,3,False,2
abc000278,phoenix-shared-components,mark.smith,2024-01-25 11:20:00,feat: add customer dashboard feature,18,3,4,False,2
abc000279,phoenix-web-frontend,mark.smith,2024-01-25 20:29:00,refactor: improve data validation,144,38,4,False,2
abc000280,phoenix-web-frontend,james.taylor,2024-01-26 13:29:00,refactor: improve data validation,102,21,5,False,2
abc000281,phoenix-shared-components,tom.garcia,2024-01-26 13:01:00,chore: update dependencies,110,8,5,False,2
abc000282,phoenix-customer-platform,mark.smith,2024-01-26 09:28:00,feat: implement authentication flow,158,35,2,False,2
abc000283,phoenix-auth-service,mark.smith,2024-01-26 10:44:00,chore: update dependencies,106,33,6,False,2
abc000284,phoenix-auth-service,ana.lopez,2024-01-26 10:49:00,fix: urgent production hotfix,91,20,6,False,2
abc000285,phoenix-customer-platform,ana.lopez,2024-01-26 12:53:00,refactor: improve data validation,124,9,1,False,2
abc000286,phoenix-web-frontend,david.kumar,2024-01-26 08:50:00,fix: urgent production hotfix,166,16,4,False,2
abc000287,phoenix-auth-service,david.kumar,2024-01-26 16:46:00,fix: resolve billing calculation issue,141,46,3,False,2
abc000288,phoenix-customer-platform,mark.smith,2024-01-26 11:11:00,refactor: improve data validation,94,0,6,False,2
abc000289,phoenix-shared-components,ana.lopez,2024-01-26 17:12:00,feat: implement authentication flow,82,18,3,True,2
abc000290,phoenix-auth-service,mark.smith,2024-01-26 20:45:00,refactor: improve data validation,202,21,3,False,2
abc000291,phoenix-web-frontend,mark.smith,2024-01-27 17:36:00,fix: urgent production hotfix,29,4,1,True,2
abc000292,phoenix-auth-service,tom.garcia,2024-01-27 18:15:00,feat: implement authentication flow,108,35,5,True,2
abc000293,phoenix-mobile-api,mark.smith,2024-01-29 11:51:00,feat: add customer dashboard feature,80,11,4,True,2
abc000294,phoenix-billing-service,james.taylor,2024-01-29 11:38:00,chore: update dependencies,159,27,5,False,2
abc000295,phoenix-auth-service,mark.smith,2024-01-29 10:31:00,fix: resolve billing calculation issue,43,0,2,False,2
abc000296,phoenix-auth-service,mark.smith,2024-01-29 19:45:00,feat: implement authentication flow,40,4,5,False,2
abc000297,phoenix-mobile-api,mark.smith,2024-01-29 16:02:00,feat: implement authentication flow,199,8,5,False,2
abc000298,phoenix-mobile-api,david.kumar,2024-01-29 14:19:00,feat: implement authentication flow,59,18,5,True,2
abc000299,phoenix-mobile-api,david.kumar,2024-01-29 10:04:00,feat: add customer dashboard feature,111,13,1,False,2
abc000300,phoenix-customer-platform,ana.lopez,2024-01-29 10:14:00,feat: add customer dashboard feature,132,44,1,False,2
abc000301,phoenix-mobile-api,david.kumar,2024-01-29 09:00:00,feat: implement authentication flow,201,14,5,False,2
abc000302,phoenix-billing-service,mark.smith,2024-01-29 15:18:00,feat: add customer dashboard feature,18,1,2,True,2
abc000303,phoenix-auth-service,tom.garcia,2024-01-29 11:17:00,chore: update dependencies,125,4,3,False,2
abc000304,phoenix-customer-platform,mark.smith,2024-01-29 20:25:00,feat: add customer dashboard feature,173,9,3,False,3
abc000305,phoenix-web-frontend,mark.smith,2024-01-29 18:29:00,feat: add customer dashboard feature,102,13,1,False,3
abc000306,phoenix-shared-components,james.taylor,2024-01-29 11:42:00,feat: add customer dashboard feature,30,0,3,False,3
abc000307,phoenix-billing-service,mark.smith,2024-01-29 19:48:00,fix: urgent production hotfix,102,24,2,True,3
abc000308,phoenix-mobile-api,mark.smith,2024-01-29 14:55:00,refactor: improve data validation,150,25,5,False,3
abc000309,phoenix-billing-service,david.kumar,2024-01-29 14:25:00,fix: resolve billing calculation issue,112,29,1,True,3
abc000310,phoenix-auth-service,james.taylor,2024-01-29 09:47:00,fix: urgent production hotfix,82,15,1,False,3
abc000311,phoenix-billing-service,mark.smith,2024-01-29 08:35:00,refactor: improve data validation,83,6,1,False,3
abc000312,phoenix-shared-components,ana.lopez,2024-01-29 14:21:00,fix: urgent production hotfix,107,33,5,False,3
abc000313,phoenix-shared-components,mark.smith,2024-01-29 18:10:00,feat: implement authentication flow,147,36,4,False,3
abc000314,phoenix-customer-platform,james.taylor,2024-01-29 16:54:00,fix: urgent production hotfix,104,21,6,False,3
abc000315,phoenix-mobile-api,mark.smith,2024-01-29 13:55:00,chore: update dependencies,118,1,2,False,3
abc000316,phoenix-web-frontend,mark.smith,2024-01-29 16:55:00,fix: urgent production hotfix,104,13,5,False,3
abc000317,phoenix-billing-service,david.kumar,2024-01-29 11:25:00,fix: urgent production hotfix,132,1,1,False,3
abc000318,phoenix-customer-platform,mark.smith,2024-01-29 11:26:00,chore: update dependencies,146,26,3,False,3
abc000319,phoenix-billing-service,tom.garcia,2024-01-29 19:30:00,chore: update dependencies,66,2,2,True,3
abc000320,phoenix-web-frontend,tom.garcia,2024-01-29 11:06:00,chore: update dependencies,102,25,1,True,3
abc000321,phoenix-auth-service,mark.smith,2024-01-29 13:32:00,feat: add customer dashboard feature,145,17,3,False,3
abc000322,phoenix-customer-platform,mark.smith,2024-01-29 13:28:00,feat: add customer dashboard feature,99,13,6,False,3
abc000323,phoenix-auth-service,mark.smith,2024-01-29 09:04:00,refactor: improve data validation,111,24,1,False,3
abc000324,phoenix-shared-components,mark.smith,2024-01-29 14:04:00,feat: add customer dashboard feature,83,0,3,False,3
abc000325,phoenix-customer-platform,mark.smith,2024-01-29 19:40:00,fix: resolve billing calculation issue,181,47,4,False,3
abc000326,phoenix-web-frontend,tom.garcia,2024-01-30 11:24:00,feat: implement authentication flow,109,17,1,False,3
abc000327,phoenix-customer-platform,mark.smith,2024-01-30 20:43:00,fix: urgent production hotfix,109,22,6,False,3
abc000328,phoenix-auth-service,mark.smith,2024-01-30 14:01:00,feat: implement authentication flow,87,19,4,False,3
abc000329,phoenix-mobile-api,david.kumar,2024-01-30 10:09:00,chore: update dependencies,151,37,4,False,3
abc000330,phoenix-mobile-api,ana.lopez,2024-01-30 18:08:00,fix: resolve billing calculation issue,94,23,6,False,3
abc000331,phoenix-mobile-api,mark.smith,2024-01-30 08:37:00,fix: resolve billing calculation issue,120,16,1,False,3
abc000332,phoenix-mobile-api,mark.smith,2024-01-30 17:36:00,feat: implement authentication flow,100,4,2,False,3
abc000333,phoenix-customer-platform,mark.smith,2024-01-30 19:50:00,fix: urgent production hotfix,30,10,3,False,3
abc000334,phoenix-auth-service,ana.lopez,2024-01-30 11:55:00,feat: add customer dashboard feature,126,26,2,False,3
abc000335,phoenix-shared-components,james.taylor,2024-01-30 17:21:00,feat: implement authentication flow,174,19,2,False,3
abc000336,phoenix-mobile-api,mark.smith,2024-01-30 13:16:00,refactor: improve data validation,143,18,2,False,3
abc000337,phoenix-web-frontend,tom.garcia,2024-01-30 19:48:00,refactor: improve data validation,128,10,5,True,3
abc000338,phoenix-web-frontend,mark.smith,2024-01-30 08:07:00,fix: resolve billing calculation issue,82,8,3,False,3
abc000339,phoenix-billing-service,mark.smith,2024-01-30 18:50:00,fix: resolve billing calculation issue,140,20,6,True,3
abc000340,phoenix-billing-service,mark.smith,2024-01-30 14:45:00,chore: update dependencies,141,17,6,False,3
abc000341,phoenix-auth-service,mark.smith,2024-01-30 15:45:00,chore: update dependencies,19,0,4,False,3
abc000342,phoenix-shared-components,james.taylor,2024-01-30 09:08:00,refactor: improve data validation,137,28,4,False,3
abc000343,phoenix-mobile-api,mark.smith,2024-01-30 19:47:00,refactor: improve data validation,155,35,3,True,3
abc000344,phoenix-customer-platform,david.kumar,2024-01-30 12:11:00,fix: resolve billing calculation issue,151,50,5,False,3
abc000345,phoenix-web-frontend,mark.smith,2024-01-30 11:30:00,feat: add customer dashboard feature,216,45,4,False,3
abc000346,phoenix-billing-service,mark.smith,2024-01-30 17:35:00,chore: update dependencies,61,10,4,False,3
abc000347,phoenix-mobile-api,mark.smith,2024-01-30 15:45:00,fix: resolve billing calculation issue,140,46,6,False,3
abc000348,phoenix-mobile-api,ana.lopez,2024-01-31 16:55:00,fix: urgent production hotfix,77,8,1,False,3
abc000349,phoenix-auth-service,mark.smith,2024-01-31 08:31:00,feat: implement authentication flow,73,9,4,False,3
abc000350,phoenix-auth-service,mark.smith,2024-01-31 14:45:00,fix: urgent production hotfix,155,29,3,False,3
abc000351,phoenix-shared-components,ana.lopez,2024-01-31 10:46:00,feat: add customer dashboard feature,149,33,5,False,3
abc000352,phoenix-shared-components,david.kumar,2024-01-31 20:21:00,feat: add customer dashboard feature,111,30,3,False,3
abc000353,phoenix-mobile-api,mark.smith,2024-01-31 19:31:00,feat: implement authentication flow,176,40,2,False,3
abc000354,phoenix-shared-components,david.kumar,2024-01-31 10:21:00,feat: add customer dashboard feature,99,1,5,False,3
abc000355,phoenix-web-frontend,mark.smith,2024-01-31 20:10:00,feat: add customer dashboard feature,77,12,4,False,3
abc000356,phoenix-billing-service,mark.smith,2024-01-31 10:34:00,fix: urgent production hotfix,108,23,4,True,3
abc000357,phoenix-shared-components,james.taylor,2024-01-31 12:25:00,feat: implement authentication flow,48,0,2,False,3
abc000358,phoenix-auth-service,mark.smith,2024-01-31 19:30:00,fix: resolve billing calculation issue,52,15,5,False,3
abc000359,phoenix-mobile-api,ana.lopez,2024-01-31 16:40:00,fix: resolve billing calculation issue,188,10,1,False,3
abc000360,phoenix-customer-platform,james.taylor,2024-01-31 20:48:00,fix: urgent production hotfix,157,17,5,False,3
abc000361,phoenix-web-frontend,mark.smith,2024-01-31 19:44:00,chore: update dependencies,133,43,2,False,3
abc000362,phoenix-customer-platform,tom.garcia,2024-01-31 13:03:00,chore: update dependencies,148,20,4,True,3
abc000363,phoenix-mobile-api,mark.smith,2024-01-31 15:25:00,fix: urgent production hotfix,81,5,5,True,3
abc000364,phoenix-auth-service,james.taylor,2024-01-31 17:17:00,fix: resolve billing calculation issue,94,19,3,False,3
abc000365,phoenix-web-frontend,mark.smith,2024-01-31 20:09:00,fix: urgent production hotfix,131,14,1,False,3
abc000366,phoenix-customer-platform,tom.garcia,2024-01-31 19:24:00,chore: update dependencies,108,14,2,True,3
abc000367,phoenix-customer-platform,mark.smith,2024-01-31 19:48:00,feat: implement authentication flow,195,48,2,False,3
abc000368,phoenix-web-frontend,mark.smith,2024-01-31 14:32:00,chore: update dependencies,67,15,3,True,3
abc000369,phoenix-shared-components,ana.lopez,2024-01-31 13:45:00,refactor: improve data validation,14,1,4,False,3
abc000370,phoenix-web-frontend,david.kumar,2024-02-01 20:26:00,chore: update dependencies,66,7,2,False,3
abc000371,phoenix-mobile-api,tom.garcia,2024-02-01 10:09:00,fix: resolve billing calculation issue,122,29,2,False,3
abc000372,phoenix-mobile-api,david.kumar,2024-02-01 11:31:00,fix: resolve billing calculation issue,163,6,1,False,3
abc000373,phoenix-shared-components,mark.smith,2024-02-01 11:45:00,fix: urgent production hotfix,57,9,2,False,3
abc000374,phoenix-customer-platform,david.kumar,2024-02-01 12:59:00,fix: resolve billing calculation issue,119,12,2,False,3
abc000375,phoenix-mobile-api,mark.smith,2024-02-01 11:43:00,fix: resolve billing calculation issue,226,68,3,False,3
abc000376,phoenix-web-frontend,david.kumar,2024-02-01 18:49:00,fix: urgent production hotfix,157,40,1,False,3
abc000377,phoenix-shared-components,mark.smith,2024-02-01 11:28:00,feat: add customer dashboard feature,214,47,6,False,3
abc000378,phoenix-shared-components,ana.lopez,2024-02-01 15:26:00,feat: add customer dashboard feature,143,24,3,False,3
abc000379,phoenix-customer-platform,mark.smith,2024-02-01 19:22:00,chore: update dependencies,50,7,4,False,3
abc000380,phoenix-shared-components,mark.smith,2024-02-01 10:27:00,fix: resolve billing calculation issue,105,28,2,False,3
abc000381,phoenix-shared-components,tom.garcia,2024-02-01 17:27:00,fix: resolve billing calculation issue,81,16,5,False,3
abc000382,phoenix-mobile-api,mark.smith,2024-02-01 20:36:00,chore: update dependencies,178,58,6,False,3
abc000383,phoenix-billing-service,mark.smith,2024-02-01 11:43:00,fix: resolve billing calculation issue,100,6,5,False,3
abc000384,phoenix-customer-platform,ana.lopez,2024-02-01 20:37:00,feat: implement authentication flow,168,43,6,False,3
abc000385,phoenix-shared-components,mark.smith,2024-02-01 10:21:00,feat: add customer dashboard feature,155,33,4,False,3
abc000386,phoenix-customer-platform,mark.smith,2024-02-01 20:02:00,chore: update dependencies,143,26,4,True,3
abc000387,phoenix-billing-service,james.taylor,2024-02-01 12:53:00,fix: urgent production hotfix,135,37,3,False,3
abc000388,phoenix-billing-service,david.kumar,2024-02-01 09:56:00,refactor: improve data validation,170,9,4,False,3
abc000389,phoenix-web-frontend,mark.smith,2024-02-01 10:06:00,fix: resolve billing calculation issue,221,56,3,False,3
abc000390,phoenix-customer-platform,mark.smith,2024-02-01 18:26:00,fix: urgent production hotfix,127,18,1,False,3
abc000391,phoenix-customer-platform,mark.smith,2024-02-01 17:22:00,chore: update dependencies,117,23,2,True,3
abc000392,phoenix-shared-components,mark.smith,2024-02-02 08:32:00,feat: implement authentication flow,30,0,6,True,3
abc000393,phoenix-shared-components,ana.lopez,2024-02-02 20:29:00,feat: add customer dashboard feature,122,10,3,False,3
abc000394,phoenix-shared-components,david.kumar,2024-02-02 18:50:00,fix: resolve billing calculation issue,138,18,5,False,3
abc000395,phoenix-web-frontend,mark.smith,2024-02-02 17:13:00,feat: implement authentication flow,177,51,1,False,3
